chrom	marker_pos	genetic
III	12657095	43.5668030160014
III	12662343	44.0783867900027
III	12662344	44.5912448170129
III	12665177	44.5912448669551
III	12668091	45.103438170976
III	12680363	45.1034382210346
III	12681079	45.1034382709768
III	12696427	45.1034383210354
III	12735171	45.1034383709775
III	12750712	45.6162768290378
III	12759709	45.61627687898
III	12777080	45.6162769290386
III	12798202	45.6162769789807
III	12802761	45.6162770290393
III	12816686	45.9187918760581
III	12818385	46.4337714429712
III	12827680	46.7352366279811
III	12837222	47.2491506850347
III	12840463	47.2491507349769
III	12846215	47.2491507850355
III	12852069	47.7620188839501
III	12855976	48.2742383009754
III	12857288	48.2742383499863
III	12868555	48.2742384009762
III	12868721	48.7875201359857
III	12892879	49.089001400047
III	12895052	49.6039941379568
III	12918352	49.9065086300252
III	12927053	49.9065086799674
III	12933922	49.906508730026
III	12941014	49.9065087799681
III	12954813	49.9065088300267
III	12964421	49.9065088799689
III	12970698	50.4204387409845
III	12981790	50.7213482749648
III	12999988	50.7213483250234
III	13000735	50.7213483749656
III	13004458	51.0297052500537
III	13004646	51.3331930000568
III	13031162	51.6389741080347
III	13049911	52.152871291968
III	13051792	52.1528713409789
III	13057765	52.1528713919688
III	13087297	52.1528714409797
III	13106078	52.1528714919696
III	13116105	52.1528715409804
III	13144020	52.6656968890456
III	13148879	52.6656969389878
III	13158920	52.6656969890464
III	13160255	53.1778871810529
III	13160527	53.1778872309951
III	13165833	53.1778872810537
III	13176832	53.6900905939983
III	13183431	53.6900906430092
III	13196261	53.6900906939991
III	13211327	54.2040407999884
III	13219381	54.5004146590363
III	13252480	54.5004147089785
III	13255893	54.5004147590371
III	13264721	55.0169608710567
III	13267943	55.3159405490151
III	13272509	55.3159405989572
III	13282360	55.3159406490158
III	13289738	55.315940698958
III	13299228	55.3159407490166
III	13302432	55.3159407989588
III	13324872	55.8287656980101
III	13396185	55.8287657479523
III	13403293	55.8287657980109
III	13407677	55.828765847953
III	13411703	55.8287658980116
III	13418099	55.8287659479538
III	13428338	55.8287659980124
III	13441246	55.8287660479546
III	13452728	55.8287660980131
III	13454786	55.8287661479553
III	13462053	55.8287661980139
III	13464865	56.2752025349764
III	13470082	56.7860913249897
III	13480278	57.7618036209606
III	13486028	57.7618036710192
III	13491697	57.7618037209613
III	13504389	57.7618037710199
III	13514304	57.7618038209621
III	13517806	58.0650562390219
III	13518432	58.3685865009902
III	13522241	58.6721372019965
III	13528359	58.9756813839776
III	13539196	58.9756814349676
III	13546287	58.9756814839784
III	13556173	58.9756815349683
III	13576694	58.9756815839792
III	13590711	58.9756816349691
III	13591932	59.4885034699691
III	13598558	59.4885035200277
III	13607806	59.4885035699699
III	13615761	59.4885036200285
III	13619642	59.4885036699707
III	13697187	60.0013551240554
III	13711059	60.5142089369474
III	13756574	60.514208987006
III	13756869	60.8167348139687
III	13765378	61.3317274140427
III	13769911	61.6331957629882
III	13803331	62.1471627559513
III	13817381	62.6600560400402
III	13817757	62.6600560899824
III	13831363	63.1729490050348
III	13837774	63.1729490549769
III	13855735	63.1729491050355
III	13864610	63.6851392870303
III	13893695	63.6851393369725
III	13898178	63.6851393870311
III	13903082	63.6851394369733
III	13918604	63.6851394870318
III	13924147	63.685139536974
III	13925028	63.6851395870326
III	13929826	64.1966941170394
III	13936691	64.1966941669816
III	13942925	64.1966942170402
III	13954117	64.7088809380075
III	13957136	64.7088809879497
III	13957137	64.7088810380083
III	13972045	64.7088810879504
III	13974895	64.708881138009
III	13985764	64.7088811879512
III	13986585	65.2228364560287
III	13990476	65.518120598048
III	13990641	65.5181206479901
III	13994534	65.8144935340388
III	14059902	65.8144935839809
III	14121799	65.8144936340395
III	14125042	65.8144936839817
III	14202997	65.8144937340403
III	14209739	65.8144937839825
III	14229146	65.8144938340411
III	14250994	65.8144938839832
III	14311848	65.8144939340418
III	14317719	65.814493983984
III	14362395	65.8144940340426
III	14463565	65.8144940839848
III	14596468	65.8144941340433
III	14612192	66.074128055945
IV	170366	0
IV	189707	0.0000000500003807246685
IV	214228	0.000000100000761449337
IV	236389	0.000000150001142174006
IV	240477	0.000000200001522898674
IV	245888	0.000000250001903623343
IV	406414	0.000000300002284348011
IV	411139	0.00000035000266507268
IV	418829	0.000000400003045797348
IV	421498	0.000000450003426522017
IV	508943	0.000000500003807246685
IV	511411	0.000000550004187971354
IV	588566	0.000000600004568696022
IV	620595	0.000000649997673463076
IV	645592	0.000000699998054187745
IV	658298	0.000000749998434912413
IV	673102	0.000000799998815637082
IV	702022	0.00000084999919636175
IV	721296	0.512826058402425
IV	735546	0.512826108402805
IV	775043	0.512826158403186
IV	781327	0.512826208403567
IV	844079	0.512826258403948
IV	852279	0.512826308404328
IV	870468	0.512826358404709
IV	875173	0.809198913899309
IV	876312	0.809198963899689
IV	932470	1.10446956710075
IV	1020384	1.61846831889852
IV	1029246	2.13136304590444
IV	1034443	2.6435658426999
IV	1038416	2.64356589270028
IV	1043400	2.64356594270066
IV	1058795	3.1557590589
IV	1062803	3.15575910890038
IV	1076802	3.15575915890076
IV	1098320	3.15575920890115
IV	1125861	3.15575925890153
IV	1129060	3.15575930890191
IV	1133215	3.15575935890229
IV	1198859	3.15575940890267
IV	1220108	3.66863877500145
IV	1220940	3.66863882500184
IV	1319755	4.1815181921047
IV	1326074	4.18151824209781
IV	1339404	4.18151829209819
IV	1340919	4.18151834209857
IV	1342054	4.18151839209895
IV	1344069	4.18151844209933
IV	1345284	4.18151849209971
IV	1349094	4.18151854210009
IV	1356066	4.18151859210047
IV	1415347	4.18151864210085
IV	1486854	4.6943436540023
IV	1492448	4.69434370400268
IV	1502215	4.69434375400306
IV	1508841	4.69434380400344
IV	1602695	4.69434385400382
IV	1627523	4.6943439040042
